codigo,Mar-15,Apr-15,May-15,Jun-15,Jul-15,Aug-15,Sep-15,Oct-15,Nov-15,Dec-15,Jan-16,Feb-16,Mar-16,Apr-16,May-16,Jun-16,Jul-16,Aug-16,Sep-16,Oct-16,Nov-16,Dec-16,Jan-17,Feb-17,Mar-17,Apr-17,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18,Dec-18,Jan-19,Feb-19,Mar-19,Apr-19,May-19,Jun-19,Jul-19,Aug-19,Sep-19,Oct-19,Nov-19,Dec-19,Jan-20,Feb-20,Mar-20,Apr-20,May-20,Jun-20,Jul-20,Aug-20,Sep-20,Oct-20,Nov-20,Dec-20,Jan-21,Feb-21,Mar-21,Apr-21,May-21,Jun-21,Jul-21,Aug-21,Sep-21,Oct-21,Nov-21,Dec-21,Jan-22,Feb-22,Mar-22,Apr-22,May-22,Jun-22,Jul-22,Aug-22,Sep-22,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23,Jul-23,Aug-23,Sep-23,Oct-23,Nov-23,Dec-23,Jan-24,Feb-24,Mar-24,Apr-24,May-24,Jun-24,Jul-24,Aug-24,Sep-24,Oct-24,Nov-24,Dec-24,Jan-25,Feb-25,Mar-25,Apr-25,May-25,Jun-25,Jul-25,Aug-25,Sep-25,Oct-25,Nov-25
103199,44860.59,120882.41,212034.98,308066.89,398788.78,497348.05,562843.48,673785.05,772746.16,806653.45,858059.88,903932.2,930044.19,942422.32,989539.5,970789.71,1068651.43,1142493.08,1173572.58,1259861.4,1284250.93,1333749.56,1393064.63,1410744.09,1482681.46,1577150.76,1629082.02,1631028.43,1665481.06,1690119.18,1741149.66,1760434.44,1877719.64,1911584.53,1911584.53,1911584.53,1911584.53,1911584.53,1911584.53,1911584.53,1911584.53,1911584.53,1911584.53,1911584.53,1911584.53,1911584.53,2002513.82,1911584.53,1911584.53,1911584.53,1911584.53,1911584.53,1911584.53,1911584.53,1911584.53,1911584.53,1911584.53,1911584.53,1871759.85,1831935.16,1831935.16,1831935.16,1831935.16,1831935.16,1831935.16,1831935.16,1831935.16,1831935.16,1831935.16,1831935.16,1831935.16,1806935.16,1706935.15,1606935.16,1506935.17,1406935.17,1306935.17,1206935.17,1106935.17,1006935.17,906935.17,806935.17,700000,600000,500000,400000,300000,200000,100000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
103601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57573.67,1126.75,1125.09,5092.54,7350.3,2399.94,1134.54,1193.87,3025.3,1508,6085.61,7945.68,14383.81,4316.61,13512.51,13466.08,12778.43,15462.67,29669.72,31340.5,43014.53,45336.54,61516.63,71387.39,70496.41,65662.3,66396.92,71851.09,61311.73,70527.16,59332.05,80580,50860.61,99200.56,87441.38
104101,199463.91,262207.54,127479.98,374400.21,442536.22,444227.71,489573.29,305916.2,322001.56,8301739.73,8275542.87,9014512.64,8265972.36,5077032.56,9930480.67,9401314.02,9097853.32,9948153.06,9015787.27,10070505.16,9442296.07,1693527.34,571258.36,1703219.07,1723200.58,989413.4,745386,3573569.07,4579183.68,5318308.11,8465234.82,10451812.07,9547458.45,32460115.17,28740662.66,29243457.16,30058006.41,30197825.59,30549537.93,7557220.52,6807726.61,4069896.26,4013587.61,4090971.36,109841.4,25377817.9,28379138.8,25324380.12,25302291.59,59594.34,107286.26,53414.83,47980.83,90519.83,47908.24,232008.77,62281.24,26920505.72,26913300.85,26947383.09,26990854.81,471140.31,888198.67,1107704.36,977695.26,980971.43,911999.83,788367.33,725960.03,44906.33,44672.68,39556.64,38407.91,45873.05,41757.25,43257.89,40326.82,56343.46,56761.48,43989.95,43397.35,76404.08,0,0,0,0,0,0,0,0,0,0,0,118115.43,87107.06,94959.88,52847.07,44362.55,52647.22,57008.32,40284.71,39925.7,136629.41,141249.89,174136.14,205049.1,934584.39,874698.62,814401.78,817285.51,875834.78,879519.83,414864.41,417298.64,428934.3,472103.86,486899.45,423023.82,433380.65,419763.28,448306.28,424221.06,432528.01,441502.6,453153.72,433010.71,436000.88,722876.55,611760.13
104102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66512.67,83065.44,86987.39,82456.45,68772.66,57549.03,54462.04,56006.73,62573.31,54350.47,125919.82,164717.17,84410.94,85423.27,127358.75,153969.25,122928.11,92948.46,170944.8,159521.7,371686.8,163627.19,167262.68,315239.11,327220.92,319755.48,156326.63,299865.2,190369.05,246353.08,236995.05,191709.95,149234.15,312072.82,267896.93,673154.93,667954.52,486176.02,511028.99,515519.69,213752.78,366913.95,243448.94,206390.96,210742.86,513272.76,266437.25
104601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78485.5,78485.5,78485.5,78082.6,78301.4,78457.6,78689.3,78715.4,78622.32,78325.2,78283.6,78270.2,78145.4,78176.8,77916.5,77718.2,77675.6,77687.4,77457.8,77291,77234.8,77250.5,77174,77062.5,77329.9,77114.5,92527.79,76936.1,76764.4,76844.8,76688.7,76607.3,76570.9,76567.1,842439.4
104602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68003.14,63662.81,63767.1,59840.47,57764.67,56611.15,56754.82,56628.17,54578.34,51901.49,45220.05,42258.79,55827.23,53128.89,42589.63,40028.53,36569.59,26682.76,42491.88,25043.44,30391.97,33917.68,28480.83,155066.55,121902.31,75499.18,31888.06,21541.95,14048.65,26174.11,19925.72,27592.65,30960.37,40629.57,26408.1
109101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64459.9,428877.48,518869.98,774107.93,889062.88,1027026.08,1191472.38,1405067.93,1724046.86,2101410.58,2214740.91,2570291.73,3034948.58,3182107.08,3427648.91,4337559.71,4586990.21,4791612.88,4899339.58,5113523.91,5248409.41,5367669.78,0,0,0,0,0,0,0,0,0,0,0,8995947.18,8995947.18,8995947.18,8995947.18,8995947.18,9116956.78,9116956.78,9116956.78,9116956.78,9116956.78,9116956.78,9116956.78,9116956.78,9116956.78,9116956.78,9116956.78,9116956.78,9116956.78,9116956.78,9116956.78,9116956.78,9116956.78,9116956.78,9116956.78,9116956.78,9116956.78,9116956.78,9116956.78,9116956.78,9116956.78,9116956.78,9116956.78,9116956.78,9116956.78,9116956.78,9116956.78
109102,0,65470,86360,185090,185080,298145.95,298145.95,324135.95,345115.95,2398927.63,2402557.63,2450084.63,2450084.63,2457934.63,2508539.13,2518634.13,2582651.21,2585251.21,2603595.53,2620166.65,2573978.16,2579373.46,2660433.46,2759785.4,2811694.88,2870655.89,2891630.89,2909730.89,2909730.89,2932928.39,2932928.39,2949300.39,2985660.31,2985660.31,3026394.04,3059565.23,3059565.23,3120694.23,3145146.19,3178615.86,3178615.86,3206110.07,3225985.06,6785334.92,6886143.74,6900323.74,6914771.74,6979133.91,7036763.08,7066026.41,7186006.41,7195352.64,7308345.81,7343319.81,7357299.81,7417454.81,7478417.54,7682931.51,7727270.45,7802781.49,7852867.49,7931069.87,7930274.87,7930274.87,7977648.35,7984648.35,8082233.35,8123708.35,8163401.46,8163401.46,8185588.46,8212404.46,8267519.46,8354234.46,8319187.01,8525276.63,8583591.63,8611495.63,8614500.63,8622195.63,8636405.63,8662859.63,8669269.63,8787918.88,9157533.88,9139249.58,9185433.22,9308871.22,9321958.22,9733542.22,9872120.95,9797818.95,10241154.98,10734774.95,10832958.95,10893323.95,11269463.95,11282557.95,11428560.95,11496680.95,11592203.99,11549323.99,11601841.99,11607157.44,11824525.34,7984021.1,7984021.1,8022488.84,8022488.84,8036036.09,8336793.09,8528457.58,8551325.58,8589707.58,8589707.58,8597599.58,8597599.58,8653516.58,8658466.58,8821555.67,8865131,9004556,9016157,9102046,9105016,9137836,9245978,9310458.04,9321041.04
109103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5487294.88,5817714.73,5822375.73,6305036.15,6329179.88,7661042.43,7666042.43,7798067.84,8032327.33,8198712.56,8329150.34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
109104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3888,0,0,0,0,0,0,0,0,0,0,0,0,12150,22442.13,22442.13,20367.13,20367.13,94112.5,178150,178150,178150,10075,146182,105000,6300,37077,4200,4200,4200,4200,4200,4200,4200,5665,5150,4200,4200,4200,2100,2100,2100,2100
110101,0,0,71415.35,222258.55,380101.35,401391.65,401391.65,401391.65,401391.65,401391.65,401391.65,401391.65,401391.65,401391.65,401391.65,401391.65,401391.65,401391.65,401391.65,401391.65,401391.65,4340589.53,4340589.53,4340589.53,4340589.53,4340589.53,4433105.63,4493721.63,4493721.63,4493721.63,4493721.63,4493721.63,4493721.63,8433721.63,8433721.63,8433721.63,8433721.63,8433721.63,8433721.63,8450904.13,8455904.13,8475029.13,8475029.13,8510071.13,8510071.13,8510071.13,8510071.13,8510071.13,8510071.13,8538821.13,8575571.13,8596571.13,8639861.13,8639861.13,8648861.13,8648861.13,8648861.13,8648861.13,8648861.13,8686361.13,8731011.13,8731011.13,8731011.13,8731011.13,8776909.33,8731011.13,8731011.13,8731011.13,8731011.13,8731011.13,8731011.13,8731011.13,8731011.13,8731011.13,8731011.13,8731011.13,8731011.13,8742806.13,8742806.13,8742806.13,8742806.13,8834098.33,8834098.33,8919848.33,9030468.02,9030468.02,9030468.02,9030468.02,9030468.02,9030468.02,9030468.02,9030468.02,9030468.02,9065643.02,9065643.02,9065643.02,9065643.02,9065643.02,9065643.02,9175743.02,9545906.52,9545906.52,9610906.52,9610906.52,9610906.52,9095344.57,9095344.57,9095344.57,9263419.57,9158532.42,9158532.42,9158532.42,9158532.42,9158532.42,9158532.42,8898974.98,8898974.98,4835124.88,4835124.88,4990796.83,4990796.83,4990796.83,4990796.83,4990796.83,4990796.83,4990796.83,4990796.83,4990796.83,4990796.83
110102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110103,0,0,10274.5,16549,9823.5,3250,27260,27090,25570,24050,11700,31450,31450,31450,31450,31450,31450,31450,35862.2,53356.77,37923.34,32446,41914,35295,93272.5,88806,96280.01,73246.83,38141.01,21610.17,17910.67,76236.27,85910.2,77156.7,46898.77,38985.27,30753.27,22521.27,29021.27,29021.27,29021.27,29021.27,29021.27,69557,49622.5,36838,36838,22739.9,10184.5,9173.6,24590.2,27579.01,26285.79,20190.13,32094.75,44927.88,18659,3500,34921.69,59421.69,56921.69,49121.69,41321.69,33521.69,25721.69,17921.69,10500,8500,6000,3500,3500,3500,3500,3500,3500,3500,3500,5328.71,28413.66,26663.86,19475.18,18861.88,42504.73,22539.24,79524.81,97087.71,86188.28,92439.09,95565.29,96422.67,88965.17,163721.74,150118.25,169896.75,151568.1,134666.35,202004.06,181836.73,180339.45,152903.52,240766.63,236731.7,203220.34,262130.34,229393.39,212001.59,247543.37,222013.87,188477.01,276307.41,387043.99,384602.67,362245.69,395806.84,347786.98,347577.59,294162.27,228430.05,315898.08,324354.93,293368.69,263892.53,283347.47,360012.04,322162.78,256614.16,218061.96,319788.64,274921.7
113106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48702,43934,38510,44900,44900,44900,54560,57707.5,59627.5,76127.5,72852.5,72383.5,72201.34,77141.34,76441.34,82441.34,78081.34,76181.34,74721.34,71441.34,63413.5,81713.5,76363.5,75233.5,77213.5,73803.5,69387.5,61650,56515,53775,45082.58,43462.58,49242.58
1999,0,0,0,0.01,0.01,0.01,0.01,0.01,0,0,0,0,0.01,0.02,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
201103,-75000,-150000,-150000,-150000,-150000,-150000,-195000,-150000,-150000,-150000,-150000,-203869.25,-212141.97,-212141.97,-212141.97,-212141.97,-362141.98,-362141.98,-389141.97,-432141.97,-482141.99,-739682.27,-801128.46,-845050.25,-885050.25,-935050.25,-1109491.34,-1109491.34,-1109491.34,-1109491.34,-1109491.34,-1153809.2,-1203809.2,-876200.16,-907977.17,-939016.45,-939016.45,-1099096.62,-1128876.38,-1147264.3,-1155612.48,-1168802.42,-1246763.11,-1246763.11,-1267548.25,-1045431.6,-1045431.6,-1145431.6,-1220431.59,-1370431.6,-1520431.6,-1670431.59,-1820431.6,-1484661.16,-1634661.16,-1784661.16,-1934661.16,-1631443.38,-1781443.38,-1931443.38,-2081443.38,-2231443.38,-2381443.38,-2531443.38,-2681443.38,-2831443.38,-2981443.38,-2631918.9,-2781918.9,-2931918.68,-3106918.68,-3281918.68,-3506918.68,-3731918.68,-4106918.68,-4331918.68,-4481918.68,-4756918.68,-4048169.22,-4298169.22,-4598169.22,-4375730.07,-4675730.07,-4975730.07,-4637066.66,-4937066.66,-5237066.66,-4546867.21,-4846867.21,-5146867.21,-5446867.21,-5746867.21,-5343101.69,-4844209.43,-5144209.43,-5444209.43,-5000874.08,-5300874.08,-5600874.08,-6050874.08,-6350874.08,-6850874.08,-7490874.08,-8385539.59,-9050040.52,-10720046.58,-11120046.58,-11620046.58,-12035046.58,-12435046.58,-12835046.58,-13135046.58,-12444061.86,-12976557.01,-13376557.01,-13776557.01,-13776557.01,-11644429.08,-11644429.08,-11944429.08,-12244429.08,-12973977.26,-14023977.26,-14023977.26,-14323977.26,-15107977.26,-15857977.26,-17107977.26,-18170960.54
201104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
202109,0,-1171.82,-2343.64,-6040.7,-10220.24,-17776.73,-24994.77,-32709.31,-40636.36,-96917.55,-152828.45,-210099.76,-267371.07,-324860.43,-383480.47,-445180.47,-510463.47,-570484.46,-631302.48,-682519.4,-724564.41,-785949.34,-848704.65,-913915.6,-980745.06,-1049422.65,-1120068.85,-1191217.83,-1262366.81,-1334160.16,-1405953.51,-1478201.64,-1551459.77,-1624717.9,-1699107.53,-1765968.05,-1841495.22,-1918261.76,-1992497.63,-2067373.85,-2144886.29,-2220184.57,-2287943.39,-2361365.11,-2437007.3,-2568489.44,-2568489.44,-2713988.48,-2787729.81,-2862361.56,-2938034.54,-2999702.23,-3075079.83,-3151318.1,-3227435.14,-3303806.97,-3380577.35,-3458551.87,-3540337.06,-3619919.94,-3700129.19,-3751585.84,-3802565.94,-3853416.98,-3906585.79,-3959185.51,-4014790.79,-4070755.24,-4126687.3,-4170587.29,-4214939.7,-4284292.11,-4344701.38,-4405156.88,-4503742.77,-4447614.46,-4501001.79,-4561977.64,-4624069.26,-4685374.5,-4744065.81,-4803008.07,-4861189.37,-4920655.17,-4979923.8,-5010486.86,-5074504.74,-5140099.28,-5204448.41,-5268377.17,-5337250.66,-5336879.74,-5413133.59,-5491170.49,-5626419.3,-5777041.78,-5913318.42,-6052677.94,-6218097.74,-6377786.3,-6540312.36,-6657962.95,-6820053.59,-6973169.28,-7125194.99,-3427061.38,-3601040.45,-3774292.68,-3948236.75,-4086964.36,-4148318.07,-4321310.1,-4496682.46,-4672143.62,-4848612.6,-5024164.93,-5199546.89,-5340614.82,-5570654.36,-5798815.55,-6027527.7,-6254353.13,-6483834.77,-6711723.15,-6941595.59,-7170677.05,-7399547.53,-7630138.79,-7863616.87
203110,0,0,0,-1809.24,-8144.26,-14834.12,-21523.98,-28213.84,-34548.86,-41593.56,-48283.42,-54973.28,-61663.14,-68353,-75042.86,-81732.72,-88422.58,-95112.44,-101802.3,-108492.16,-115182.02,-121871.88,-161388.39,-200904.9,-240421.41,-279937.92,-320996.36,-363065.07,-405133.78,-447202.49,-489271.2,-531339.91,-573408.62,-615477.33,-690379.37,-765281.41,-840183.45,-915085.49,-989987.53,-1064889.57,-1140161.32,-1215433.08,-1294357.58,-1370532.11,-1446706.65,-1522881.18,-1522881.18,-1675230.25,-1751404.78,-1828058.48,-1905324.7,-1982940.93,-2061022.8,-2139360.51,-2218104.06,-2296591.75,-2375079.46,-2453567.17,-2532054.88,-2611167.57,-2691024.45,-2705221.36,-2718228,-2728790.6,-2737417.45,-2744159.53,-2751666.58,-2759173.63,-2766680.68,-2774187.73,-2781694.78,-2814201.83,-2834208.88,-2854215.94,-2874222.99,-2894230.04,-2914351.67,-2934243.68,-2954643.88,-2974847.51,-2995051.06,-3534406.23,-3556121.35,-3579285.7,-3604283.64,-3629281.64,-3652737.65,-3675183.42,-3697629.19,-3720074.98,-3742520.74,-3764966.51,-4499088.95,-4910665.2,-5125218.84,-5215750.86,-5306282.88,-5396814.91,-5487346.95,-5577878.95,-5676045.65,-5773893.61,-5872824.9,-5971172.15,-6069519.41,-5523281.04,-5623550.15,-5723819.25,-5826889.71,-5837355.74,-5985305.17,-6132904.61,-6279898.21,-6426891.81,-6573735.41,-6409110.08,-6504042.19,-3078076.02,-3143301.8,-3207902.59,-3271759.2,-3340804.88,-3407256.03,-3473707.18,-3540158.32,-3606609.48,-3673060.62,-3739511.77,-3805962.91
301102,-58030.66,-54591.25,-47591.25,-43841.25,-38220.73,-10571.67,-10571.68,-45642.68,-46742.68,-31770.68,-17058.55,-29178.55,-56383.55,-36037.75,-40110.43,-40544.17,-43157.67,-46141.06,-72376.42,-47889.88,-49280.71,-66489.71,-73345.38,-67529.52,-69579.41,-86974.7,-99824.36,-120836.36,-134457.27,-130281.39,-130671.89,-140189.96,-141114.17,-177294.73,-187502.83,-185120.48,-192466.85,-292028.47,-358631.58,-304449.75,-204956.88,-220929.42,-224209.63,-267350.71,-234763.64,-233471.19,1146.84,-485935.7,-329844.94,-335585.5,-274622.09,-322569.13,-374166.44,-413336.41,-464855.29,-418941.3,-382158.48,-423534.11,-877830.08,-475193.62,-298652.11,-310948.21,-647679.4,-1129168.68,-1031613.19,-1915324.45,-2268435.48,-920868.1,-2234413.71,-1599922.62,-1390177.52,-1413042.84,-1399404.1,-2258285.66,-2520684.35,-1561437.58,-1807225.35,-2024916.45,-1696027.93,-1668412.31,-2232381.88,-1875378.46,-2113483.11,-3051637.44,-3383108.31,-3762470.78,-4507614.44,-5871138.48,-3560977.86,-2990870.02,-3203972.55,-4051037.72,-4579029.38,-5506621.34,-5117711.56,-3901732.34,-4052735.87,-6123817.71,-4516779.08,-4784663.11,-4265745.37,-3022631.74,-4170492.05,-5632800.71,-4240589.09,-2860566.46,-3933665.59,-3048173.55,-3416807.41,-5323979.55,-4733137.28,-4681937.35,-4922795.35,-3258137.54,-4356923.94,-5790923.16,-6048344.16,-6348897.9,-6917944.01,-6901953.03,-7410007.82,-7517170.24,-6887129.77,-7955410.85,-7623533.83,-7724099.71,-11512619.27,-11335159.57,-10666375.43
301103,-1152073.93,-1348602.82,-1722382.3,-1888132,-2748675.59,-2952669.69,-3038317.56,-3247104.33,-3654339.6,-3813210.5,-5080149.21,-6290589.84,-7282532.03,-7824289.62,-8099887.46,-9038262.47,-9992058.96,-11766012.27,-11881810.58,-14351595.43,-14526547.3,-15579523.91,-17902848.41,-18792975.55,-19382242.66,-21439458.69,-22305319.26,-24695335.7,-25650690.67,-26520817.54,-30785308.78,-30943030.44,-31724535.28,-32710493.58,-33437883.24,-32459084.62,-32000104.86,-30238747.2,-30639616.02,-29173506.01,-31461807.92,-32911803.26,-38613249.93,-43015464.82,-43643473.82,-38131903.08,-36795558.23,-37780145.35,-38472748.82,-40603442.38,-41148206.09,-40171950.03,-41651216.97,-48162485.05,-48049171.63,-48200166.68,-49452937.74,-50091375.15,-50225897.3,-48778393.98,-46872114.02,-46241002.35,-47188202.86,-50802447.5,-53382989.77,-54045067.08,-51662780.77,-52287681.97,-52638781.92,-54338847.99,-55025331.39,-55458922.6,-55672995.99,-55889681.37,-57151823.14,-57500417.82,-60970633.77,-65232524.12,-66053429.69,-66845537.17,-68788947.76,-70337117.08,-73767725.83,-74518590.06,-76678535.09,-78075091.22,-79777469.41,-79939180.06,-81995900.1,-87346816.57,-96060841.37,-96684192.66,-98515451.62,-97756359.22,-98903660.03,-97105839.64,-99345959.57,-103364838.9,-104374143.53,-104946498.4,-109991160.08,-112754076.83,-112300164.54,-114955411.05,-115039136.9,-121676111.21,-123724713.05,-125570103.81,-126109943.87,-122889977.23,-125737092.91,-128011370.95,-131989866.21,-135284861.65,-133667102.59,-135950271.18,-138091294.29,-140656547.81,-144574925.47,-147357324.29,-152125692.43,-154078378.43,-157603789.61,-162345453.38,-166661478.55,-170839506.49,-177635306.51,-179982203.85,-176697213.34
301105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-337341.94,-374810.53,-363667.75,-472815.1,-367251.4,-331295.99,-286594.51,-254308.67,-228252.46,-369184.79,-359740.62,-293066.06,-290745.91,-285009.53,-283746.04,-352874.39,-297218.13,-384622.36,-340565.06,-296331.84,-327101.81,-329542.57,-330589.25,-512151.81,-418216.62,-478663.54,-478488.28,-587508.26,-440223.96,-436243.87,-244803.15,-263079.08,-276334.63,-275925.53,-285016.31,-283916.38,-295285.02,-307427.55,-316959.39,-328381.93,-332047.86,-340357.68,-345683.78,-355409.62,-379477.39,-388626.5,-401986.96,-403198,-406241.35,-417620.8,-428833.08,-441906.05,-449199.88,-449814.57,-463085.1,-468433.18,-504990.77,-511767.78,-525101.91,-525194.51,-539648.95,-538919.31,-546952.74,-559263.03,-548099.25,-553250.92,-559891.29,-555368.5,-582455.31,-587665.76,-594003.39,-583019.44,-592629.52,-596542.84,-627775.99,-632804.26,-644568.87,-638869.51,-639437.05,-652380.86,-686601.48,-703888.1,-705896.26,-717062.46,-733305.12,-733005.93,-758720.84,-747523.92,-755944.31,-761315.18,-763122.8,-782117.51
301107,0,0,0,0,0,0,0,0,5.62,5.62,5.62,5.62,5.62,0,0,0,0,0,0,-0.04,-1.48,100089.53,100089.53,-1.48,-2.18,0,-19.16,0,-69.57,-49.41,0,0,-3.78,0,2348.7,-432.99,-429.66,-1412.23,0,0,0,0,53514.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2,0,0,0,0,0,0,0,0,0,0,0,-14333.05,0,-0.45,-0.45,-0.45,-0.45,0,0,0,0,0,0,0,0,0,0,0,0,-437.76,0,0,0,0,-460,0,0,0,0,0,0,0,0,0,-222.52,0,0,0,0,0,0,0,0,0,150000,0,0,0
301108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25,-25,-25,-25,-25,-25,-25,-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
